123-1CON	123-2CON	123-3NO0	123-4NO7	126-1CON	126-2CON	126-3NO0	126-4NO7	CONTROL7	CONTROLZ	NO_7_5	NO_ZERO
42.3865	48.3331	56.9606	59.4907	4.87921	37.6629	28.9774	11.3704	16.146	27.3496	0.261274	27.4784
202.9	20.3218	272.156	90.5055	580.099	60.9522	652.102	174.481	29.2127	254.684	29.2378	265.622
111.245	134.396	110.9	111.398	136.302	118.603	118.273	119.883	125.467	116.311	62.3751	95.1051
103.423	79.3728	77.9098	49.2488	33.2408	83.3275	63.6687	61.5423	76.4565	66.1349	53.9011	61.5325
1185.86	893.525	961.935	988.198	988.096	908.638	983.629	936.553	977.89	913.527	1041.59	1006.02
122.475	130.08	118.409	112.402	102.563	69.9171	134.244	170.191	108.806	82.3351	81.223	98.2341
201.771	214.475	176.508	193.213	149.685	212.408	179.12	209.498	231.713	167.508	153.572	200.376
148.65	88.2243	128.462	97.4273	92.8926	61.3397	92.8961	59.0414	90.7669	186.208	54.7591	144.11
211.702	194.003	232.403	211.752	286.762	195.531	252.609	268.551	150.72	171.833	329.013	165.492
-15.823	13.5633	-8.76665	0.20344	36.3544	20.2893	-10.3492	19.384	17.9897	-11.5535	32.6891	2.08423
180.018	282.1	209.043	188.608	304.579	341.163	452.081	236.475	109.738	92.0921	92.9106	91.3355
79.8484	91.414	69.0628	68.7364	44.8795	87.6793	75.9615	86.543	71.433	77.2476	58.6711	65.6037
-17.9073	26.3134	30.6172	26.7831	12.5995	23.6077	41.7358	32.9604	98.2657	94.0438	38.9565	84.6256
14.8745	20.7802	24.2897	59.8509	17.8729	12.5723	2.83398	22.737	52.9216	34.65	11.7692	27.69
50.4015	76.8765	61.8932	79.0713	23.9494	65.2958	28.3032	37.5112	85.6379	91.8719	18.1707	75.7725
159.027	194.13	214.785	177.701	123.974	157.752	171.962	224.099	173.419	114.222	72.5689	116.577
1458.11	1591.97	1203.98	994.11	573.852	756.45	506.218	777.499	735.156	839.953	699.518	531.661
83.8799	142.598	97.5853	100.039	67.8478	108.782	51.9277	71.5783	135.093	116.87	55.8925	152.862
669.22	472.211	509.428	498.616	539.122	507.893	444.972	474.066	536.289	397.663	692.789	511.038
183.288	173.958	182.709	176.021	128.002	57.4762	180.144	132.506	147.889	107.449	154.743	181.942
112.466	122.316	184.296	125.203	37.2314	97.4259	115.485	114.195	112.878	104.951	12.1688	82.5374
39.0259	31.6902	11.8399	22.6412	35.5386	52.7829	28.7693	46.3452	37.3318	36.1439	-62.3098	40.1505
196.044	186.521	213.845	188.788	173.96	258.265	190.624	130.409	135.712	88.6459	89.6495	123.6
82.6792	67.5496	56.8487	54.3062	68.4659	57.8016	35.2699	76.1263	63.6074	43.7273	140.282	47.6224
182.186	180.047	177.592	224.194	197.133	251.164	205.633	263.903	263.613	222.802	132.316	223.771
49.0145	35.3225	68.3932	35.4752	8.78261	21.8784	37.861	39.9121	21.341	52.3368	8.6043	38.9116
96.1819	86.5794	149.248	81.6968	87.2508	41.3604	139.978	63.7534	29.5151	69.6044	-13.8773	70.7128
177.19	345.178	274.411	252.529	101.087	191.571	151.764	157.242	374.11	329.904	457.236	304.884
41.6389	31.9186	41.1215	31.0286	86.4225	50.0607	54.2501	60.9516	37.5055	33.4165	112.849	27.0005
216.013	234.25	214.553	172.99	92.9305	114.875	237.737	183.151	148.16	118.552	109.913	153.465
57.6418	57.5874	69.9811	58.7557	47.0396	58.1333	64.0002	94.419	85.6302	75.2436	37.4492	63.3245
141.501	131.317	130.98	121.409	76.1346	101.824	92.8412	155.49	126.506	80.0628	41.188	114.183
13.2616	28.8563	19.864	24.2525	11.4133	10.4639	45.3995	11.2595	20.4264	14.5993	18.8477	17.6231
2385.44	2781.52	2820.34	4315.99	4640.72	4801.18	4308.73	4662.52	3666.77	3989.27	3380.78	3012.17
30.0154	30.3995	21.2616	18.7832	26.3381	54.1361	35.7115	1.09495	22.4073	29.7842	1.61508	23.2799
124.358	100.559	155.16	128.644	163.078	153.845	166.943	197.117	122.923	179.686	83.0136	152.736
495.896	387.997	435.643	508.794	271.703	346.293	394.912	287.343	415.331	263.939	467.374	412.201
198.96	232.509	230.222	246.573	110.659	155.243	89.2705	151.233	193.463	145.066	204.384	204.432
643.647	299.975	597.876	451.548	920.722	453.158	824.202	788.206	306.002	506.544	413.516	411.117
130.32	128.447	128.236	101.826	114.693	89.5906	120.136	134.012	97.5102	115.788	82.6692	107.947
72.5988	105.759	90.4621	101.414	57.3286	117.134	80.1532	83.0711	63.0118	46.3549	45.4214	73.8004
22.3266	34.2096	34.2334	38.5886	13.326	17.1417	34.4986	33.278	29.5596	19.9676	7.94092	24.6896
51.9828	41.9387	54.8184	64.1183	93.7601	55.8785	56.8666	50.7065	71.147	51.0883	91.6385	65.5058
292.033	291.387	311.609	377.951	260.467	345.269	312.917	300.358	274.189	257.57	229.324	300.627
29.8962	16.8387	15.3252	11.4976	56.0581	20.1	24.6359	0.690709	5.47409	13.4381	5.3735	12.1403
70.8323	87.472	96.1162	53.2986	74.3582	49.6345	111.297	116.37	57.3131	11.9318	38.5208	37.3725
49.6135	51.0085	60.5915	53.5659	22.7133	64.8692	51.419	68.6876	57.223	57.0474	24.2459	55.5785
131.77	139.183	108.964	118.247	164.583	120.578	164.747	157.889	176.425	104.777	130.665	125.747
177.567	185.146	165.451	134.69	148.584	92.1645	178.4	171.355	146.165	138.647	146.807	133.874
101.995	44.7289	141.723	57.0891	104.839	87.8256	243.858	105.704	51.4804	143.147	31.3943	162.466
1594.08	1471.71	1705.67	1819.21	1600.12	1446.73	1433.47	1236.34	1434.14	1414.29	2260.59	1755.8
150.53	407.271	279.477	212.946	18.3459	165.28	79.1027	31.6496	315.492	36.5062	96.0064	227.984
183.721	241.946	200.186	124.594	60.472	160.859	108.155	48.7061	253.926	24.106	119.941	181.651
36.064	77.837	43.2752	78.9455	75.6274	66.9813	52.3414	83.9089	76.0455	40.2092	194.767	38.8478
2240.35	708.443	2439.4	1373.77	2423.6	744.389	2623.86	1563.33	220.741	1042.97	438.478	1075.47
27.9751	32.4776	26.7287	19.1933	33.0105	36.5673	35.6583	14.8208	19.7034	32.8765	10.7412	18.6971
160.643	182.773	179.031	179.839	128.305	183.776	158.567	183.849	121.649	132.113	23.4979	129.07
94.8189	114.201	117.011	102.02	58.7139	93.7061	93.6745	138.324	109.175	92.9882	80.5818	96.4447
193.681	86.3848	85.4588	98.7212	89.5564	70.4065	117.822	95.0433	79.3581	108.244	46.0293	84.6936
266.122	182.805	264.788	187.996	173.913	190.847	220.07	203.137	170.899	269.165	139.33	245.091
84.3892	135.364	106.303	78.9477	77.0285	144.858	84.848	87.7328	59.8539	66.5576	30.719	56.4009
386.786	398.223	483.811	412.875	406.249	397.469	455.244	392.696	420.104	373.5	701.311	526.018
110.098	117.014	96.4125	104.83	38.9845	73.0511	102.384	123.999	120.191	105.577	37.5332	60.7389
215.256	163.798	154.272	123.412	81.188	71.0921	124.794	116.09	159.377	123.866	147.516	121.346
383.057	255.517	488.64	310.946	421.006	201.683	574.081	458.344	189.473	358.47	137.228	375.947
82.4284	17.3724	76.3574	63.1703	92.0994	40.715	66.6889	69.5888	25.3747	86.3	35.2848	88.3821
1598.08	1760.28	1841.3	1523.97	1591.75	1688.89	1612.36	1000.47	1046.97	716.653	1025.39	1009.2
129.881	107.61	140.376	127.354	107.983	65.7835	125.803	136.273	131.908	91.2165	91.9829	129.999
59.7279	73.3497	84.8598	59.2174	8.43975	39.5844	44.9225	23.7744	95.7428	50.2114	15.0947	84.2078
69.8894	114.603	91.1187	78.9225	25.0271	75.16	47.5835	58.478	170.526	91.0991	40.0874	109.594
80.5369	88.0448	81.3501	34.2858	46.8338	73.7422	60.9091	88.9675	116.118	75.9771	32.6619	66.191
242.301	144.936	167.314	134.415	155.501	115.594	124.725	170.114	168.846	215.742	61.316	134.787
38.1316	54.8723	38.5624	46.4167	66.6436	60.3079	59.389	71.5301	59.2258	59.3566	207.251	66.0964
31.9374	34.0451	32.37	27.808	18.6517	21.1977	31.7376	17.1391	26.1661	30.654	22.6536	32.5068
-4.58012	-94.9333	-18.4922	18.1414	260.425	-25.8069	146.754	68.6768	32.1616	21.8661	473.718	0.621768
276.101	186.559	290.366	278.275	274.154	241.336	330.533	325.791	301.957	478.274	266.715	551.083
58.9269	45.2677	53.4646	68.0504	123.85	99.703	128.899	116.51	63.8368	156.563	38.5106	60.5804
30.8988	31.5998	33.0186	23.0432	11.5189	36.066	33.9657	31.2175	8.58302	14.0638	5.72767	10.9389
131.034	146.521	133.735	165.179	152.182	167.061	130.423	178.618	261.948	174.824	189.912	205.873
368.396	401.53	455.932	397.086	213.476	317.828	352.068	330.78	393.655	359.926	281.323	344.889
132.441	162.761	147.373	155.699	80.9602	121.395	146.213	196.688	189.426	180.281	82.2956	170.735
296.609	248.779	298.244	307.117	321.781	246.208	222.493	250.148	291.031	211.015	198.241	251.223
54.9952	68.1969	50.5484	64.4551	65.2506	74.2215	45.3225	87.405	56.9529	46.3922	57.6732	30.4348
76.1257	80.1348	78.2755	83.9093	44.2778	68.5381	63.3336	92.2797	79.6679	61.8774	35.1005	47.9282
100.064	97.8239	104.437	87.3701	10.371	117.433	125.337	122.918	97.397	70.8154	65.2425	104.393
23.1647	27.204	20.3807	20.4682	12.4052	26.5358	55.3078	41.5226	32.7723	21.5087	11.4216	26.5401
271.348	242.197	234.702	258.006	198.355	269.48	277.194	319.438	179.796	173.392	208.179	191.867
71.9763	40.9774	64.7131	48.6631	37.3174	85.6309	63.4684	52.3092	60.3184	39.3879	38.4245	79.8468
262.497	413.916	413.433	553.109	152.171	320.987	246.273	364.221	765.495	640.073	523.8	547.1
394.371	455.258	403.379	456.729	327.199	431.408	392.845	409.659	594.72	594.629	606.821	499.438
96.1958	165.207	107.995	103.717	141.943	208.032	192.075	84.8501	89.2237	100.716	21.4138	117.775
36.0346	52.4716	51.2527	46.7978	31.3524	53.6694	68.9151	43.5289	38.6904	36.0063	15.7494	48.52
56.163	29.6322	33.3491	5.81084	8.87723	12.9618	4.83426	16.215	34.3539	11.8951	-40.7409	9.45572
130.694	126.205	193.56	155.626	99.5925	102.215	161.886	179.443	129.572	217.822	81.8345	201.71
121.129	119.417	77.8018	93.494	103.405	105.355	88.8245	123.293	75.6008	78.8123	105.136	76.1851
580.352	398.818	476.019	465.305	464.391	369.415	501.042	333.651	426.589	255.693	375.039	351.538
20.8547	29.7245	27.4694	31.3842	20.3832	11.8954	7.73828	13.2501	24.1445	12.1764	14.0761	16.1622
114.742	152.401	142.374	116.014	103.949	84.4531	114.69	127.99	153.074	98.8084	109.465	134.228
18.8382	3.21832	-3.35026	43.746	81.3198	43.2802	7.05703	79.0395	10.4385	21.2298	5.64886	58.8907
175.822	183.479	207.808	183.928	196.93	170.736	248.49	176.292	116.086	150.758	107.674	177.46
25.2851	40.1064	44.0547	24.7925	21.9194	34.8893	28.0924	34.4529	45.7869	31.7495	15.3505	40.2309
263.101	192.148	247.154	154.577	200.37	165.669	277.185	238.242	155.003	185.801	110.953	150.45
438.429	353.892	340.358	357.973	354.064	321.649	279.31	304.138	307.216	286.564	428.597	254.257
121.498	98.6953	119.458	129.019	92.5108	134.95	100.415	157.004	91.6871	72.8787	70.2991	68.4761
59.588	80.696	76.3181	86.6189	23.3268	59.4479	38.5278	55.8582	151.319	31.0026	63.0728	90.8349
25.0798	18.2519	18.6715	34.407	9.76093	27.6761	14.189	1.78092	22.878	7.82924	40.7977	22.9168
74.2859	43.291	70.3685	47.2895	51.3888	16.5681	71.0838	73.7687	55.2785	51.4109	19.0461	48.4395
979.44	1293.9	1188.38	1000.29	1015.4	1157.7	1054.98	912.741	710.994	567.86	354.792	637.355
828.547	713.256	655.045	627.707	251.255	600.509	420.159	409.465	1140.07	873.358	749.842	829.277
336.719	480.24	393.168	412.418	180.859	360.749	235.36	213.957	688.817	372.441	454.293	595.63
137.792	155.054	143.528	151.22	69.3426	102.788	99.9277	115.541	155.116	103.766	83.034	116.302
286.419	181.238	213.78	184.809	242.825	228.771	179.611	252	156.747	158.635	138.472	120.532
49.8216	57.7968	66.0034	35.1794	78.8643	30.5214	51.1878	31.5192	51.1634	73.395	20.9874	83.4136
485.267	308.203	340.106	280.961	188.195	273.039	315.723	259.837	228.191	214.635	217.091	177.461
167.568	43.912	256.44	81.3255	152.398	55.9571	243.036	136.148	33.4112	226.119	24.5738	181.75
75.4188	60.0612	95.3839	73.8745	55.2749	84.1389	82.2597	89.9511	33.2012	34.3468	13.3265	35.6556
198.47	156.237	218.13	179.952	170.213	195.027	242.069	176.57	114.418	221.103	197.462	189.272
619.455	706.083	681.527	613.605	510.266	519.009	497.145	528.057	556.189	420.449	646.627	454.865
23.9491	20.4751	22.0489	22.4304	11.7386	12.7954	24.2278	18.109	23.738	16.8719	18.3668	11.0612
3375.83	528.476	3102.38	1196.87	3960.88	581.943	3923.14	1649.2	169.355	1966.6	218.53	2120.55
188.794	132.461	115.469	124.196	158.175	137.311	101.002	109.207	161.775	139.487	20.4902	187.432
36.2989	-1.06036	12.3958	-2.50333	37.2153	31.73	36.8835	50.2735	53.2546	34.9705	18.4126	34.9148
138.897	107.484	108.472	97.3903	87.7687	105.376	103.934	109.283	109.401	93.2869	23.6772	96.5548
170.042	118.71	140.16	94.6876	101.522	92.9662	152.616	104.187	104.324	87.8013	97.8416	77.146
29.0659	33.1026	32.56	35.9496	14.9809	54.6724	28.7411	22.5272	43.8451	31.9733	14.205	27.3118
65.6531	55.3503	65.8626	54.9188	79.1398	86.4809	76.3628	47.1202	68.0514	55.1258	80.4385	72.7898
104.505	77.0937	76.3813	60.9202	60.1877	64.778	77.6113	65.5844	71.4444	51.2329	83.4049	71.4895
39.6265	40.8871	42.6735	59.2644	18.1201	19.1039	58.7469	49.6067	39.1926	33.5559	39.1553	46.257
180.925	191.302	201.538	141.66	161.704	145.651	181.317	176.697	174.77	137.11	276.118	155.225
118.118	106.463	134.84	89.2961	179.774	109.225	209.168	147.333	65.7833	114.941	62.8526	110.777
299.329	374.582	405.122	359.393	345.496	366.807	336.276	300.271	196.124	263.456	221.609	304.088
32.3036	45.7339	13.6039	18.7984	-7.52558	83.0932	32.7137	28.9628	35.1685	70.0957	35.8657	44.7846
151.797	112.665	130.796	134.135	200.218	124.016	189.96	156.781	180.009	145.577	385.799	147.706
65.9615	35.4726	44.287	53.118	72.3996	50.9581	62.1547	88.8644	101.233	92.4808	93.6477	87.282
109.572	124.543	108.861	130.829	119.162	163.712	100.672	113.962	79.8321	85.5508	92.402	118.457
1.42749	46.1982	46.1117	53.1242	80.4838	76.8116	27.6751	26.966	67.8504	58.7103	95.9781	62.874
43.2361	42.5219	35.0456	28.3323	49.1387	44.6539	34.8839	51.0206	62.4413	49.9952	32.3397	44.7131
168.993	112.653	118.506	105.798	152.261	137.796	162.311	173.064	93.7186	126.077	105.947	107.938
88.3085	63.6496	51.3731	70.8285	57.7336	43.3982	65.7947	58.6938	79.2636	46.7118	113.475	63.8932
62.5096	44.1642	66.7101	45.7475	28.4089	70.7898	108.16	52.492	71.6503	69.8933	-3.0976	63.4055
348.922	302.082	359.051	305.431	250.156	281.684	337.529	291.954	292.879	287.723	212.106	318.071
127.908	106.293	96.6899	104.376	114.231	134.113	117.684	131.826	66.2852	76.3883	27.0122	69.9538
69.2109	60.6495	85.3112	93.1442	102.593	87.6502	100.34	115.914	70.4085	48.9811	172.885	58.4799
61.8213	55.9762	52.4897	42.118	2.53287	55.8456	40.9941	63.1694	58.701	53.2046	6.54621	35.1248
110.91	87.5316	82.8676	51.4211	162.079	125.522	101.435	6.75758	153.046	147.763	103.842	195.522
505.546	614.007	582.823	533.791	437.151	551.065	353.757	486.002	425.172	392.508	156.627	372.939
146.452	132.648	146.092	156.709	56.6187	179.926	170.166	166.029	91.0031	77.622	9.82591	75.6107
770.457	465.696	882.661	526.274	952.972	560.986	1062.35	714.515	488.977	856.35	443.439	881.079
72.1835	11.6146	103.194	34.4977	53.2	33.0716	81.2059	43.6646	-10.049	108.34	8.98586	97.1757
336.872	436.731	337.385	418.79	842.666	456.004	472.567	342.293	358.43	209.302	145.098	344.445
4.98719	7.46356	15.19	20.9908	-0.321346	35.3486	24.6078	28.3149	13.4354	10.6409	3.10325	12.8351
289.745	147.45	321.638	343.437	1379.4	245.434	736.292	478.811	218.497	835.555	232.308	370.88
120.736	121.539	107.301	132.337	158.195	136.34	172.759	118.68	116.88	77.5209	107.507	97.2935
79.5652	95.1539	84.4068	68.0579	21.1288	67.8094	76.4703	114.453	103.076	74.547	67.1514	86.2123
262.448	277.933	221.688	213.282	150.934	200.029	170.207	174.637	230.126	177.613	157.264	226.639
62.9109	84.885	74.203	83.8001	90.2755	107.897	82.1339	102.526	73.6829	46.7971	99.2947	60.0921
103.539	76.3022	105.233	70.9747	58.3853	100.76	57.4555	87.2363	80.2482	74.5315	71.5871	95.4949
247.679	371.167	259.008	233.196	122.869	146.756	188.901	182.862	172.916	159.364	74.7563	172.255
20.8552	20.3135	10.8459	11.32	12.8718	15.0288	22.3001	7.27167	11.7625	17.3684	3.08225	20.0733
214.179	186.154	164.126	204.917	212.237	176.088	180.209	240.699	282.677	229.673	359.396	226.873
19.2579	8.66502	13.1733	-1.91714	9.58141	17.7682	5.3907	0.707936	2.37174	27.9183	1.8787	17.1632
130.878	136.529	134.002	142.798	170.536	151.486	97.8309	156.895	154.565	119.945	144.326	132.658
19.3654	18.1457	16.5963	13.575	11.6732	5.26051	13.5677	6.59085	17.6831	17.5584	7.58494	15.4448
39.6425	140.307	147.408	168.422	140.848	122.472	149.287	108.635	76.0213	79.2268	64.0774	79.7063
585.857	660.62	647.233	718.379	922.555	862.014	802.446	481.852	631.024	632.506	761.317	797.188
128.573	40.3304	219.31	89.4936	112.801	60.4602	226.12	113.975	84.8647	246.701	39.7736	255.691
372.484	412.645	437.521	398.823	224.776	183.034	230.873	143.462	205.729	241.303	222.356	363.777
105.671	100.251	100.596	107.658	92.7093	102.567	163.915	106.685	87.8081	75.6155	-2.02357	56.4469
95.9424	106.853	89.4506	127.967	94.2842	53.702	63.8659	96.3634	12.3308	56.8495	53.0043	53.8444
203.87	197.897	176.087	219.866	173.264	190.375	139.203	133.927	200.458	157.115	289.989	189.836
233.407	255.095	295.51	333.703	220.863	251.99	171.144	217.31	176.651	143.947	199.407	129.089
397.823	388.974	406.602	370.936	636.009	541.32	458.147	473.935	424.856	351.643	1007.91	320.974
521.742	462.164	448.585	596.103	590.642	445.291	550.634	379.775	468.834	388.616	572.518	421.959
39.4584	49.2707	33.0514	34.3991	44.2853	7.98188	43.4945	41.0757	31.3292	31.3696	47.0959	32.8535
5702.65	4861.09	4862.84	3938.74	4816.85	4202.61	4743.26	3736.89	2586.91	2293.44	2456.93	2552.29
421.364	401.695	520.54	377.507	190.348	300.967	256.679	264.802	330.614	195.224	163.443	411.728
198.395	103.744	191.219	177.602	146.947	91.8072	208.027	172.628	121.016	191.328	53.6655	173.439
585.829	68.4048	461.029	135.518	272.192	99.3411	315.101	102.115	166.876	770.71	220.265	836.416
89.5286	86.558	73.8537	47.8414	66.6308	51.8815	64.4696	96.4301	102.264	97.4478	107.083	79.3708
233.525	281.494	300.022	298.638	236.079	299.062	299.6	372.407	238.84	243	130.144	234.104
208.917	299.7	238.071	278.531	152.323	220.819	175.02	182.132	323.515	250.248	254.173	241.222
184.151	116.586	142.455	140.284	188.349	140.208	98.0211	157.478	171.915	108.624	105.926	110.026
239.1	221.309	246.541	126.586	452.733	288.645	509.846	276.6	176.339	155.167	214.319	146.491
90.0589	86.926	83.2726	72.2868	49.6415	55.8587	61.5931	48.7536	60.7157	65.1333	71.9941	74.6281
103.15	51.8363	45.128	34.267	20.3358	34.904	43.9844	42.154	74.8878	35.8212	41.5231	52.0177
169.883	164.82	164.541	194.508	202.968	229.418	235.052	235.573	196.165	143.691	135.732	160.767
115.201	80.7792	84.3026	60.4085	76.1525	67.471	70.9891	58.1153	57.1127	40.6605	43.0326	58.6206
111.43	114.899	151.985	107.693	98.8022	86.8163	140.724	87.3765	73.326	112.967	21.3086	118.536
116.758	106.395	100.833	85.2458	64.2669	53.6345	77.9079	102.511	105.813	108.468	79.1091	92.9464
13.3711	30.6575	21.6552	28.0624	31.8986	33.3722	34.07	22.8397	16.2301	52.1243	22.0168	38.4094
100.404	88.8345	75.3223	85.8938	72.8116	82.6983	65.8206	101.374	73.7518	92.3536	21.1479	70.761
22.4626	35.46	23.5646	29.2862	20.5494	41.7902	27.9404	23.5222	22.436	45.917	10.278	36.5184
-1.80166	22.2128	3.50078	24.2836	57.1862	-13.613	87.0387	59.5516	5.63088	-9.42437	72.262	11.3411
82.2885	41.1871	99.2283	77.3084	4.17879	55.7517	103.867	101.143	42.654	24.9632	95.6118	45.7479
145.723	152.106	129.235	107.509	123.766	124.185	132.325	99.0356	132.022	116.772	88.1649	138.665
85.9012	101.926	87.1177	97.5881	115.015	119.263	108.152	91.6034	130.962	120.116	87.6921	98.214
207.052	323.977	212.115	324.719	419.824	354.422	243.998	409.372	368.303	225.593	324.424	263.867
582.076	323.277	419.322	333.349	496.293	363.815	470.32	381.752	345.215	305.433	432.556	317.586
504.172	732.057	558.923	617.587	1098.84	1215.67	917.535	1054.03	553.464	773.402	267.028	530.114
329.144	91.2475	522.206	129.138	331.599	88.9744	441.361	209.311	80.8696	491.336	32.2778	420.718
108.16	137.104	97.3488	148.602	68.6875	117.767	63.7426	73.7453	231.771	256.481	92.2216	212.074
18.9191	24.5777	20.7201	26.6666	14.6108	2.91282	17.4226	9.4786	30.0594	15.4925	19.9323	22.6889
110.359	134.954	96.0137	108.614	77.64	99.9287	96.4726	95.4703	144.367	122.857	132.445	138.77
660.544	531.995	525.219	560.808	523.465	493.028	472.657	486.638	547.059	430.811	460.73	562.543
162.72	24.1763	246.777	50.0191	179.867	32.5673	201.129	67.1766	36.0259	317.278	18.8351	289.842
40.4283	42.1799	48.6716	28.9642	27.1193	32.1661	71.4167	62.3232	30.1746	22.0639	14.1058	27.4357
32.4241	71.3387	43.9812	54.3169	66.941	50.6232	40.049	72.0518	60.4952	38.5096	46.3168	55.8642
74.9581	77.008	84.1748	52.0079	76.4468	43.8581	70.5959	87.022	70.3186	53.5286	33.5122	47.571
66.5613	75.783	61.8379	67.9657	55.5191	58.6174	65.988	56.0012	56.7293	47.0562	68.4593	48.9857
406.611	403.955	394.067	413.607	554.549	536.531	564.521	465.055	263.266	158.448	253.06	234.811
124.996	164.469	194.622	240.81	467.822	491.42	546.679	522.228	158.529	84.47	108.101	150.279
67.5845	79.66	84.2182	100.529	48.219	87.5117	98.3605	104.639	149.166	113.713	111.45	116.118
124.968	127.979	108.337	132.313	157.25	170.024	127.292	119.654	105.864	109.36	82.6559	102.39
52.989	24.1724	43.2603	41.3969	54.0583	39.3529	56.8489	49.814	47.3757	53.0678	73.3042	28.4025
83.7291	62.5345	57.6328	74.5197	59.022	71.4551	71.9921	83.1141	65.7746	56.3078	18.0204	35.438
664.566	679.854	669.253	492.545	302.923	421.047	408.625	384.282	872.182	1072.45	826.849	836.823
266.662	378.002	332.439	353.848	174.096	371.048	372.026	239.288	208.204	171.317	170.245	249.31
136.636	140.774	138.745	156.348	77.999	146.739	133.084	153.797	116.453	88.7934	64.4215	108.824
243.364	289.153	305.623	254.436	271.38	299.792	313.755	295.246	243.084	256.829	192.374	244.847
56.8257	107.257	115.691	104.566	46.4721	107.494	122.378	81.2725	94.0517	74.163	62.9479	86.8688
153.374	174.443	213.823	143.313	92.2543	107.621	181.292	156.274	94.6561	91.6994	82.2655	110.024
141.372	158.486	116.864	141.649	92.394	152.217	146.416	154.182	197.66	195.66	122.953	154.234
157.62	139.406	154.189	139.492	140.015	141.835	176.726	116.41	149.72	124.97	87.7555	131.924
80.907	69.4528	89.1343	66.9946	77.7346	49.7879	66.3546	43.842	69.2356	56.6786	72.9011	73.2687
89.9261	89.4402	101.054	130.476	100.281	74.4641	98.1054	121.026	256.378	191.04	154.937	204.932
964.623	1326.8	1390.88	1907.61	1247.55	1850.98	1406.28	1018.72	2168.55	1449.19	2025.29	1753.05
32.0067	45.926	26.238	16.3789	18.9967	29.2063	42.7625	12.3088	33.7141	13.4173	169.89	39.3849
146.475	137.552	162.472	138.593	135.881	119.179	157.127	114.257	141.386	116.496	107.681	138.727
158.725	291.144	192.635	209.516	190.675	284.768	199.4	284.396	169.192	178.115	97.774	171.764
292.211	360.205	280.779	304.575	236.324	396.384	270.177	373.74	347.973	269.009	183.701	293.928
366.063	303.325	458.669	463.893	299.481	341.841	519.369	506.45	308.131	102.975	339.727	201.805
67.046	50.8949	60.2844	66.1241	75.3835	81.3716	137.253	91.8684	60.7087	100.791	24.5112	58.9373
194.281	202.056	178	160.053	178.367	179.143	225.736	201.282	146.117	119.803	163.178	132.224
3066.52	3673.76	3883.39	3442.02	3318.62	3467.13	3461.29	2463.95	3476.69	2870.34	3555.34	3175.53
111.641	126.453	105.258	118.585	44.4227	97.2049	84.6463	114.102	202.901	159.004	62.8005	146.638
672.003	435.458	964.943	731.64	783.788	428.341	955.957	796.946	498.976	857.835	427.564	880.055
144.369	143.95	134.024	113.511	84.7838	127.466	103.141	131.716	157.131	124.691	122.903	132.619
137.453	119.928	195.297	183.014	175.885	218.027	149.023	182.86	141.11	119.047	90.8102	146.474
518.028	541.51	759.583	812.747	880.416	750.352	1113.61	1000.39	795.104	1071.65	582.799	967.077
909.646	682.66	893.403	530.849	2753.44	1151.05	2620.97	1165.79	271.133	482.631	203.675	359.319
189.689	162.002	131.301	114.536	135.724	155.945	173.859	201.793	132.898	75.7889	153.633	73.6563
98.321	109.413	87.4395	89.6457	106.775	91.4591	108.342	109.511	101.316	65.9885	151.549	69.529
266.747	208.339	266.061	197.313	175.796	188.597	206.977	222.188	210.055	193.244	121.705	179.206
58.1225	55.9364	51.0028	63.7677	50.3704	92.491	69.5057	103.03	49.2239	44.4393	17.5455	30.3478
520.256	532.852	551.835	365.57	519.098	520.284	565.724	471.937	347.218	295.598	545.239	328.854
65.7071	98.8876	80.9355	83.6445	47.5803	95.4709	100.041	94.7494	110.349	81.7959	30.8506	90.1398
345.268	260.48	269.931	309.268	302.62	247.11	295.446	318.528	303.951	243.229	332.44	279.929
537.481	449.821	450.413	344.031	271.197	250.451	431.495	450.16	419.105	285.524	592.554	473.745
110.098	73.2818	81.5601	88.9029	34.5342	82.3632	90.1984	60.9646	98.1917	53.6192	114.941	73.7106
233.214	237.058	274.195	307.698	244.696	285.683	187.019	306.732	324.707	288.876	126.128	345.435
66.3608	82.1109	47.9351	66.5583	88.3283	97.7069	60.5135	68.0535	54.8095	76.2381	15.0012	74.6234
27.6579	41.6501	33.4557	47.8928	38.973	76.8592	43.1641	43.3467	37.4338	40.6476	48.3151	46.1125
93.5203	69.9503	74.1942	88.4808	58.3645	83.9381	91.5604	104.042	74.3589	70.5252	27.9692	70.207
11.7345	9.57735	18.4706	14.3136	10.5532	3.25378	2.19927	19.6267	-0.868104	0.97767	-1.2151	3.2891
460.907	604.723	636.089	632.719	493.361	497.115	585.093	552.987	479.478	378.209	368.236	416.635
16.2373	24.2867	43.8985	44.6215	65.8697	33.2506	11.1909	81.9353	34.8539	7.8624	66.8917	32.969
104.293	79.5598	100.037	108.851	112.177	83.0376	102.367	103.035	90.9756	88.4922	125.417	86.6272
4186.61	3107.72	3556.09	3533	1747.71	2024.87	2211	2488.98	3598	3468.43	3107.07	3248.75
482.133	313.466	495.283	298.929	209.944	175.221	255.294	242.388	302.834	409.334	257.082	424.217
102.999	132.778	84.6729	116.025	57.6352	84.8707	71.0379	76.5539	146.608	104.29	109.391	114.573
331.058	281.07	281.083	272.619	276.764	324.049	303.895	284.097	274.743	240.219	270.225	251.484
