123-1CON	123-2CON	123-3NO0	123-4NO7	126-1CON	126-2CON	126-3NO0	126-4NO7	CONTROL7	CONTROLZ	NO_7_5	NO_ZERO
58.66	47.4382	53.3189	43.4276	35.6537	40.2415	72.0574	45.9367	36.2174	54.4983	19.4352	33.4696
61.4762	24.0744	44.664	47.684	53.5024	38.221	48.1302	37.3306	25.0262	20.1874	54.0014	35.4185
405.296	321.457	353.284	332.415	290.915	267.511	353.707	447.241	243.027	354.966	165.852	377.402
241.697	291.519	298.101	185.551	177.372	204.127	282.975	295.86	144.238	203.07	45.7281	200.262
445.964	133.546	491.431	166.662	499.18	182.074	619.632	257.015	110.638	258.829	79.4271	280.619
85.7576	16.528	48.3164	94.3366	172.227	84.5253	206.847	157.583	115.629	132.683	104.703	126.377
199.98	143.532	155.243	131.063	123.226	161.237	219.19	218.724	138.579	148.077	53.8819	144.177
35.4013	29.5285	20.6598	16.4627	15.039	8.98707	10.63	26.9496	15.6002	22.7267	7.09286	14.5917
275.37	198.164	388.647	265.364	305.485	191.876	350.986	343.011	212.18	553.294	106.802	490.207
475.052	349.906	444.934	382.837	325.847	349.894	414.342	335.684	267.225	207.571	187.623	258.908
181.379	127.887	152.412	176.42	105.864	150.299	95.6719	106.032	268.885	211.811	232.078	198.165
214.227	158.82	158.384	167.591	108.26	92.5969	182.951	134.479	152.112	160.403	48.9676	149.373
335.682	328.438	321.962	380.951	343.185	297.351	488.831	565.574	223.584	222.05	231.973	256.013
652.951	445.642	536.297	584.018	867.291	584.413	646.705	559.85	444.514	311.994	476.051	331.333
97.2009	56.6346	105.771	81.0244	43.8108	68.0012	101.348	125.665	83.2061	123.518	30.9959	101.743
189.274	174.399	196.156	173.579	142.388	169.374	191.955	251.497	305.658	279.93	114.495	208.122
82.0307	49.5355	113.692	34.7286	149.798	77.7523	154.702	84.9654	31.7811	75.6139	-302.544	80.4284
171.712	123.091	138.204	151.465	180.157	116.121	175.111	178.923	131.604	84.2486	96.1431	89.9719
206.544	160.526	204.132	313.172	164.69	194.971	182.911	229.039	176.168	165.04	154.723	187.584
44.37	63.0944	48.6824	81.1038	-0.465661	44.0467	37.6632	28.5189	47.0383	57.6643	2.42371	71.8821
87.4276	135.206	113.642	137.405	119.333	141.191	160.452	174.52	197.931	204.005	66.6668	142.849
502.048	660.23	517.087	465.013	623.39	796.185	763.356	598.464	557.875	732.644	433.227	584.878
63.2224	44.9109	37.2663	47.6405	89.3591	22.6102	49.4536	30.7296	34.1746	18.6731	71.7782	27.8824
733.352	597.529	826.051	845.45	782.689	668.964	809.676	713.368	618.973	641.109	771.293	722.493
154.685	163.937	170.44	134.211	160.071	166.891	138.891	163.891	194.26	158.412	114.137	161.342
131.133	180.834	145.347	188.509	194.548	163.039	176.435	110.428	181.257	132.923	233.998	180.408
171.952	177.772	157.97	182.903	116.86	167.177	155.395	201.576	202.853	139.646	127.403	127.96
192.358	242.403	128.638	229.886	161.799	274.894	206.363	254.098	265.999	218.255	203.136	265.604
114.692	69.243	114.385	106.899	114.698	103.842	104.061	100.826	58.6554	84.0337	88.8826	82.425
210.064	123.012	181.401	121.673	185.425	132.342	221.388	147.744	78.938	161.531	44.1097	175.666
65.0528	54.2094	56.4666	52.9239	63.7675	78.5177	69.3083	54.8315	51.0213	60.4711	51.0881	64.5286
887.089	887.397	1068.47	1322.45	1926.76	1336.69	1556.22	1277.49	1148.03	1170.88	968.982	1214.1
396.211	491.438	473.194	330.79	1296.54	1299.81	1600.01	1288.44	203.598	105.18	76.4184	124.32
383.226	520.962	453.358	561.684	413.72	567.232	509.595	458.371	630.139	458.125	421.773	578.938
25.0721	8.93058	19.0821	16.8914	39.3655	3.92803	33.3562	32.8201	13.2247	28.904	-31.6437	10.0406
166.406	241.683	259.826	191.951	338.565	356.313	269.479	274.716	129.085	87.5957	173.316	95.84
126.963	164.94	204.983	269.07	177.461	230.275	211.527	297.014	206.044	261.704	88.323	234.019
13.9298	18.3274	41.1731	36.6132	17.6471	45.3148	44.0193	18.3545	21.6444	21.7734	14.7787	30.5678
113.879	116.325	89.1569	79.9695	101.638	60.7229	120.57	112.283	81.9095	73.5307	6.81524	43.9598
28.5463	31.3227	38.3199	33.3547	3.74626	25.2375	37.1205	29.2567	12.5884	39.6955	14.6825	22.7223
72.9395	30.4733	65.9436	45.1146	68.1842	65.165	57.8259	83.5452	34.8838	83.129	25.2637	57.9894
67.6165	36.2927	133.256	39.9076	39.16	44.9657	64.9157	31.6829	33.455	47.9087	26.9838	80.5276
89.7818	40.9118	115.626	74.4879	45.6392	54.5239	81.2902	75.5142	67.4122	121.944	19.3931	108.56
165.774	148.26	171.137	102.489	234.647	168.479	227.632	158.834	154.317	151.937	65.1564	92.8421
96.1843	83.2206	154.504	115.192	75.0913	103.137	166.83	115.216	105.237	128.005	119.665	154.38
57.5181	35.7519	42.058	51.933	56.7182	64.3178	81.4776	55.8884	44.0195	51.5182	30.8072	25.6219
366	324.193	365.457	359.417	264.268	293.363	305.519	235.393	302.408	347.398	284.356	385.205
227.014	268.757	231.779	262.008	245.48	316.225	279.37	236.236	296.523	244.138	306.601	249.056
88.559	124.92	80.8034	82.1506	127.729	110.192	93.6791	81.5079	125.13	93.3168	115.89	112.856
220.251	224.491	238.579	211.459	195.813	201.131	224.453	206.386	207.776	187.681	147.584	202.883
45.2472	64.862	69.4908	92.0865	56.8348	62.4851	77.6363	84.2067	58.6204	37.7222	34.9955	53.9376
181.178	167.274	173.198	170.578	132.742	156.737	173.588	218.961	183.234	159.238	120.418	135.432
41.7304	34.201	33.3722	37.0617	30.5299	27.6154	39.1601	33.4046	29.9778	38.6811	9.62662	25.3448
779.695	680.287	776.48	614.649	693.403	585.875	657.992	547.533	416.927	722.24	492.525	631.139
25.4502	56.3965	38.248	32.0247	53.8905	52.7629	71.9079	29.8218	49.0113	29.2573	51.0158	33.7261
190.107	142.438	161.745	134.669	135.707	126.207	178.407	193.081	151.505	184.946	253.199	255.615
284.124	273.456	276.786	264.416	342.568	306.348	373.599	283.727	209.097	237.004	328.096	253.677
62.7089	44.1707	63.0153	45.0134	42.5968	42.2449	40.8837	46.5439	40.2744	35.7125	11.7455	63.0342
318.775	232.661	294.673	201.438	342.118	199.672	256.456	223.329	214.935	220.437	220.311	202.67
284.088	202.691	280.08	279.403	202.592	182.599	334.875	226.661	178.348	227.632	180.5	232.436
164.522	141.002	139.243	111.133	124.574	147.565	140.479	140.486	167.636	116.667	61.2502	113.083
1145.41	913.48	929.527	664.507	613.747	646.293	605.121	514.44	759.547	854.426	815.602	761.506
174.002	196.327	195.605	222.612	186.104	202.035	212.616	303.069	213.474	172.019	127.858	177.781
94.4013	91.3348	94.0936	71.6365	115.03	82.2127	73.0716	84.4804	94.341	87.1344	93.8599	71.7634
418.203	580.411	435.997	395.103	317.804	485.676	410.867	464.491	411.755	364.215	202.996	368.322
62.1297	59.9047	52.151	52.4696	50.6765	67.6176	84.2543	66.0232	51.2198	39.0214	38.3246	41.0352
545.97	551.191	505.683	648.106	889.724	1129.32	987.372	1011.73	492.024	405.746	407.391	394.764
104.015	96.6749	98.6567	82.8115	101.886	101.484	113.959	99.2879	143.326	95.9826	101.579	110.59
107.519	58.1555	109.942	66.5974	107.355	85.9597	115.174	83.0397	65.7892	108.406	47.7549	99.1435
62.4233	68.0087	100.665	70.7938	63.1797	54.1899	68.2248	80.7355	136.255	175.87	134.529	147.933
261.816	216.558	274.696	227.847	145.963	145.099	174.4	212.306	475.579	573.495	318.741	609.453
22.0562	0.777099	25.7244	29.9845	-16.3279	37.3665	56.1566	31.0916	37.7984	43.3773	8.2203	13.501
471.524	408.675	442.79	426.539	447.922	433.662	522.281	423.885	422.627	365.226	249.85	354.808
797.271	778.332	746.107	849.104	1009.32	1044.09	1085.51	889.469	753.264	674.653	894.137	838.577
170.289	121.387	247.892	157.336	228.702	142.209	242.181	178.506	102.192	229.618	93.2932	223.839
122.747	94.9085	116.669	134.045	65.035	167.342	186.022	145.293	106.79	108.772	66.4958	115.381
4.50661	19.3431	11.4202	15.7181	2.45498	34.6059	-0.386548	12.1914	16.7874	7.64491	0.361382	12.3083
78.039	61.0764	116.209	77.6942	130.734	83.0767	113.724	105.822	52.4218	85.2703	26.9297	77.9165
42.9001	34.5087	25.4654	25.3565	26.1412	30.1597	23.9929	36.6078	22.2563	28.1827	74.8595	32.2502
960.738	986.814	934.207	1519.25	1496.84	1666.37	1332.38	1692.53	1606.19	1394.43	1504.36	1260.29
112.328	89.7361	65.5706	107.295	83.8171	86.8129	87.9359	75.7832	86.1396	81.532	79.9669	74.7644
124.212	139.3	145.401	142.374	127.936	138.168	140.272	180.718	159.038	167.403	84.8496	130.246
244.357	287.82	288.196	314.745	221.159	292.399	284.276	378.219	278.471	298.285	177.8	258.799
106.573	81.5194	133.046	93.9324	147.541	94.4938	148.443	101.184	119.614	165.945	106.814	136.768
17.0509	21.1779	9.85802	18.3084	-0.0805344	16.5995	31.5253	14.8854	18.5862	16.6781	6.0682	25.3205
180.089	155.515	143.519	143.334	97.243	167.83	121.774	178.506	128.398	101.214	80.3034	128.037
380.096	259.792	339.182	261.952	174.99	138.955	249.558	213.015	176.396	148.98	104.099	118.798
544.765	525.422	726.061	861.894	799.215	974.204	1000.39	1151.2	1174.43	1114.13	1043.53	1134.53
65.1931	83.5487	90.4271	129.534	45.9737	101.709	64.8346	96.2351	222.402	192.233	107.33	175.065
277.713	276.866	256.269	303.07	305.095	241.803	311.849	278.775	245.647	195.859	216.009	221.941
167.544	111.947	119.338	110.16	242.064	504.212	102.554	415.176	97.7698	67.8237	180.333	99.2392
106.242	81.6468	91.2329	60.9837	51.7488	74.3333	61.8572	85.6812	74.9209	39.0116	26.7591	56.2554
193.717	192.303	234.974	236.939	242.389	174.702	189.876	187.92	208.105	181.754	600.573	221.642
43.4164	57.5472	34.639	34.2425	41.9576	44.9691	21.8595	35.1362	36.1073	36.6947	43.8666	33.4978
103.279	137.712	143.434	115.744	116.264	180.1	144.598	164.42	153.663	161.053	112.323	118.207
210.191	155.617	254.054	181.617	167.115	133.512	282.503	190.021	144.33	209.921	162.014	211.532
45.2265	60.9545	47.1599	54.7643	8.8571	28.0785	30.8972	43.2402	10.9756	43.4277	18.1158	46.8757
308.621	496.556	389.975	378.237	289.729	533.773	374.087	412.363	522.195	377.329	237.305	424.797
215.783	190.048	263.219	268.836	242.621	178.845	218.176	290.145	291.802	300.03	314.435	324.942
87.2385	79.4376	85.594	70.9539	66.0029	92.3562	77.7575	71.3284	79.4043	61.6795	131.322	86.2014
25.7718	22.3062	9.47413	24.6321	1.59819	19.2258	7.08582	12.0712	24.7163	10.8944	-17.8417	14.6174
108.287	84.6835	85.0607	70.8044	78.9398	104.281	114.394	106.853	80.5452	75.758	34.7354	46.7785
117.254	146.462	124.206	110.587	153.159	137.271	208.124	149.127	144.013	137.19	119.929	131.02
-161.9	-54.4567	-94.4487	-35.0422	-88.2868	30.9501	-95.058	-5.42945	-65.1212	-2.45256	-138.934	-14.8312
98.0089	116.931	99.7443	80.2669	94.829	112.331	103.961	92.1345	107.425	99.1879	48.0414	104.137
86.4441	135.907	109.106	128.111	125.98	131.667	179.877	143.102	104.56	76.8774	90.4404	87.8742
82.0422	45.352	99.5012	38.2202	23.7955	15.722	46.637	44.9521	28.7729	81.7646	2.01048	72.5676
65.4135	68.159	58.8762	50.3441	106.86	70.3349	72.4921	57.7556	53.7897	53.2064	16.7884	45.3091
343.404	569.962	430.129	595.047	454.623	697.083	560.911	701.621	715.486	539.268	434.669	425.595
24.294	32.8276	67.633	35.3046	39.8461	40.4115	69.689	19.0584	19.7372	53.1098	15.3919	48.4234
152.075	66.5874	183.852	95.1774	125.073	84.823	149.683	50.6781	71.3235	155.497	86.2803	180.942
116.326	64.0488	111.437	49.8086	209.548	133.513	249.351	134.651	48.1654	119.676	3.38119	60.0704
580.432	170.738	563.763	269.17	378.519	167.305	436.547	240.493	113.585	256.494	129.562	325.589
232.773	293.464	271.381	206.244	184.186	194.175	229.875	215.562	201.646	211.777	350.761	207.165
247.417	215.861	297.327	194.843	231.261	203.496	290.745	226.33	126.159	201.613	44.9333	148.856
792.522	20.0233	749.867	158.556	547.266	27.2402	673.196	279.852	14.6951	912.395	1.7413	635.984
125.529	135.454	113.378	128.889	142.148	121.092	192.748	168.952	92.4634	97.129	104.697	75.3714
87.0922	63.8055	65.0506	74.9081	47.6249	51.8145	62.7216	77.3498	101.786	66.7837	32.0942	70.4237
192.087	332.453	305.858	342.648	129.504	172.073	143.54	212.47	335.825	186.995	153.375	222.771
161.975	212.36	193.764	160.761	200.362	320.219	263.146	292.862	205	187.452	91.4281	163.036
35.2439	69.8927	62.478	55.5962	14.8125	50.0047	49.2603	56.8803	58.9109	58.2138	19.829	51.6919
68.4263	96.0936	92.8193	92.4454	24.186	50.2808	49.9028	78.0548	56.5386	65.0179	21.8297	60.4162
27.5823	34.6355	30.803	35.3992	48.4515	33.893	29.8185	25.0671	36.9084	40.6167	159.075	40.6354
135.894	155.029	156.211	158.103	108.183	171.689	129.866	142.751	200.412	180.339	136.771	193.658
92.9399	95.8273	101.043	56.515	33.3828	49.0919	74.746	29.5639	50.7156	81.0548	0.174916	68.7795
127.126	213.208	207.069	170.894	145.217	114.662	119.22	127.864	178.473	99.7605	235.465	145.203
120.159	84.637	105.047	80.1136	58.3283	71.2457	87.5863	87.6932	116.646	160.539	84.6456	157.312
26.2014	35.1894	27.0164	19.5728	13.7959	26.2041	0.986147	18.4434	20.4296	18.5958	-3.44066	17.4231
137.437	175.807	178.176	152.29	154.567	185.694	165.679	196.493	101.163	33.6339	64.6544	30.346
176.486	166.228	201.589	145.073	89.5528	101.652	171.71	151.003	96.6286	126.576	58.404	102.091
226.454	193.415	198.162	205.195	175.786	154.776	200.36	210.142	180.867	177.45	207.082	193.775
127.967	102.687	149.911	112.119	161.005	75.406	152.843	128.59	99.5477	128.124	125.79	120.152
152.08	236.799	147.719	175.4	85.3315	290.299	34.8223	222.5	153.074	158.991	56.4375	213.807
178.641	211.326	174.775	184.047	187.541	212.652	183.976	173.514	167.223	133.434	120.311	154.904
34.5363	56.4369	30.8892	53.7379	31.1165	31.0993	28.9032	36.6157	44.5747	37.0259	22.5318	32.1301
66.3861	60.7526	20.6505	63.5577	82.8551	110.737	65.3957	50.0143	56.2658	86.5102	13.4126	86.2044
82.5023	79.2191	93.5239	83.5085	59.741	84.0991	88.4549	108.32	62.6414	111.61	50.6932	75.336
248.138	222.536	253.492	258.376	30.738	170.309	226.27	212.988	135.426	101.226	169.246	151.739
45.6969	52.5406	66.0837	35.5271	11.1231	34.0619	45.74	40.1387	27.0022	30.991	20.7695	25.2036
367.386	429.375	361.857	290.432	210.779	235.454	193.947	251.67	288.922	266.196	221.44	398.674
205.528	162.471	213.044	241.842	143.573	175.971	218.746	185.487	188.679	184.909	261.256	212.681
169.781	108.635	122.817	147.665	181.021	145.144	139.216	170.658	124.249	104.346	83.4316	106.218
141.343	154.766	174.278	196.803	124.701	182.845	161.052	122.15	279.604	402.457	131.384	317.662
209.75	107.337	112.901	85.9918	375.169	122.419	325.165	75.302	104.929	11.4425	-66.4284	90.9338
268.114	136.034	288.955	149.965	190.783	164.25	252.618	199.876	115.304	214.136	103.866	223.642
-8.49538	-4.33912	16.0499	14.3395	31.5626	-10.2026	-9.27933	4.85139	-1.5984	1.58466	103.996	-1.54229
142.302	131.039	202.654	151.1	133.801	160.849	186.398	167.864	117.787	222.414	49.1822	161.208
48.3291	33.3491	49.5558	44.3562	23.2635	21.7456	6.60693	35.9243	18.7483	75.1557	35.8399	42.6782
448.111	411.474	527.869	455.107	486.267	329.065	510.657	493.32	377.587	458.377	279.111	467.46
322.967	247.19	256.384	233.731	302.383	230.231	338.876	274.732	276.454	256.423	363.882	274.375
166.861	164.981	185.048	172.801	160.65	173.182	170.22	137.197	87.3738	121.88	160.086	135.436
130.754	174.695	123.371	154.561	114.806	122.678	130.032	125.084	175.782	130.73	111.18	143.567
230.24	161.962	174.015	231.385	204.554	255.073	244.051	231.392	206.376	191.158	100.258	152.675
109.019	74.46	107.879	70.2249	53.2292	48.1217	117.54	60.8308	31.2827	67.908	7.02157	63.6767
17.3674	10.387	14.907	26.7571	6.8702	20.8038	16.3973	30.1255	21.2853	15.7433	1.73685	15.0459
207.839	241.79	238.171	224.422	155.049	208.801	163.878	225.733	214.295	154.015	89.6993	140.626
147.924	168.393	185.936	200.13	217.745	277.018	192.85	206.251	183.593	104.567	313.274	142.872
70.2928	92.3221	72.1425	78.4122	101.33	70.5909	43.0394	51.5165	84.4138	67.1198	16.5921	63.4765
169.339	116.665	203.2	166.719	83.6334	134.551	204.927	178.127	164.432	97.5714	64.2788	110.625
93.8163	98.927	95.7561	75.7002	115.575	27.6969	78.5553	148.749	114.517	71.7425	78.8676	80.4057
238.485	245.592	233.713	260.141	315.885	271.383	210.705	233.029	192.84	156.597	153.227	190.987
18.3026	36.3426	46.3593	43.4582	32.543	29.6799	5.54045	51.5373	52.938	23.5399	17.9431	31.3515
307.779	239.581	285.009	262.941	468.926	386.873	443.526	364.186	359.122	482.639	365.365	467.589
110.147	130.712	100.146	129.056	45.9393	102.301	111.599	97.2575	159.796	120.795	66.7972	119.098
190.32	187.132	199.748	161.602	113.015	122.565	164.478	172.375	132.459	99.9885	116.727	134.309
81.382	92.4444	98.5488	89.3792	114.684	63.7558	86.1889	129.809	132.701	114.967	62.1225	112.762
137.831	123.702	109.172	142.815	135.383	118.203	144.62	108.787	186.741	147.445	151.042	162.481
283.654	269.001	226.787	266.343	247.721	154.892	215.502	221.919	255.069	198.151	164.28	206.6
110.326	201.389	150.824	164.129	129.606	190.283	130.641	144.58	218.801	129.334	127.322	188.122
22.3012	55.4857	58.6353	41.9155	28.8238	57.8769	68.6667	59.9887	50.3155	43.968	80.7683	49.655
138.129	193.438	206.418	151.54	270.564	297.017	330.392	278.036	116.839	119.552	78.5017	89.2647
16.6095	37.4687	19.3712	26.6346	32.9742	79.5691	37.0394	57.0148	16.4429	21.966	13.6814	20.4867
51.9346	28.7457	61.0438	34.4376	89.1379	43.7023	23.8721	59.8925	33.3151	56.2057	32.1572	47.5903
56.5658	67.3885	58.599	44.6344	65.0339	77.9068	67.8045	58.7171	61.8705	29.0419	47.6982	34.3182
630.256	612.406	482.905	456.23	590.645	482.133	749.474	694.047	218.315	181.39	211.491	221.811
91.9332	150.147	161.096	153.962	27.9057	43.8161	70.0929	58.3572	110.049	133.026	72.5428	109.494
91.1838	45.8987	36.8754	36.0208	73.5592	62.4437	37.6317	76.301	59.7978	54.2787	66.0547	39.8447
48.7593	63.635	60.2734	62.4291	145.642	55.8362	60.8645	46.6278	73.8336	68.0687	37.3165	61.8646
157.934	179.743	157.448	139.521	118.21	123.387	85.6493	149.638	159.196	151.941	200.486	167.934
223.209	198.751	259.877	158.797	151.623	148.27	203.706	208.941	163.298	157.034	112.29	143.35
96.561	104.934	75.1458	83.6854	90.5009	86.0017	80.6939	68.8482	76.0466	67.7842	64.9286	63.9111
193.888	210.413	153.2	102.863	156.675	142.357	239.439	192.179	115.054	95.479	117.921	111.919
216.867	166.348	216.971	181.074	198.362	204.262	242.509	261.864	155.216	278.065	182.671	256.506
77.341	53.2607	52.5658	48.9948	53.2719	42.3059	44.5757	45.6701	62.3813	55.0801	123.525	55.4837
40.9797	51.8168	40.9875	30.4767	43.3259	68.3108	64.9099	53.5491	37.5416	13.0992	15.6383	22.3684
249.51	290.758	277.724	333.514	173.697	271.29	244.404	207.818	235.961	183.381	172.299	279.54
264.549	392.699	351.192	326.564	322.416	475.773	430.374	467.645	363.901	199.44	228.196	276.789
88.8454	85.4175	84.4101	103.371	117.764	154.052	159.568	157.589	55.6012	79.9058	53.0467	54.4253
65.5608	18.2307	74.644	45.2738	54.5181	51.4153	17.0885	35.273	42.691	135.253	57.203	100.947
49.9919	72.6674	21.3078	38.7875	11.2967	48.5212	41.6998	44.7978	47.0692	57.3956	9.61012	62.3635
408.151	389.194	486.072	415.247	294.835	434.885	345.578	287.839	263.042	180.923	178.327	169.644
210.078	165.74	183.625	163.179	104.853	124.75	109.806	123.031	171.037	163.927	109.079	182.288
95.9492	166.341	104.248	87.1813	32.2282	110.167	47.3341	53.2245	144.915	153.103	56.0232	98.0774
150.618	156.913	157.971	207.222	98.741	168.995	158.914	235.62	185.896	197.896	99.3831	181.947
151.818	247.387	224.693	249.491	198.191	164.899	198.953	203.598	182.469	140.093	157.512	160.121
2015.41	1851.95	2271.16	3779.78	3622.08	3625.94	3227.16	4249.84	4866.1	4846.73	4575.9	4670.91
151.577	263.501	190.692	212.949	179.732	193.481	130.237	185.519	314.839	261.993	226.717	249.974
255.763	546.844	382.409	345.322	266.039	413.636	434.417	283.809	319.693	275.641	271.234	324.949
54.2539	21.0854	85.3848	27.9107	73.1489	17.1155	83.2195	62.4609	22.1519	137.542	34.4512	87.821
242.02	261.579	300.486	303.494	258.915	294.219	310.727	265.387	270.551	207.506	231.592	285.673
161.011	250.375	270.873	283.466	203.779	362.517	277.22	304.27	253.544	264.981	63.3428	204.092
442.254	518.11	485.664	547.316	406.76	519.36	472.075	391.98	498.867	346.331	287.194	433.122
111.976	88.984	98.0591	94.8066	62.3831	73.7408	81.2229	36.682	69.708	80.9959	45.9587	63.6599
299.237	305.568	332.436	291.864	233.344	346.103	345.03	375.656	281.51	225.767	163.386	245.636
200.067	291.658	213.112	169.959	147.567	183.37	179.957	191.179	236.74	151.693	85.695	155.232
90.1716	70.2071	98.74	62.8091	153.7	86.4811	116.347	96.679	88.3973	64.4252	46.9975	64.6998
102.813	107.843	131.005	86.9293	63.7895	77.3545	148.405	103.997	80.7204	133.244	64.1034	108.988
208.29	142.937	170.825	129.127	143.375	169.053	168.489	186.592	120.729	162.671	51.9911	129.809
35.9686	49.5913	33.3327	45.6766	9.72989	41.5302	26.7246	36.6628	39.5523	22.3642	48.0471	21.3626
135.919	111.544	99.0692	103.317	236.052	104.786	133.616	118.057	147.247	100.753	289.086	100.467
0.116156	-0.093858	0.187689	3.0134	16.5208	22.8165	-2.74313	-1.31338	-2.29917	0.0278523	-12.2108	0.340233
700.83	56.9931	981.458	266.437	615.969	74.8431	866.396	376.469	18.4139	553.217	64.7886	525.003
364.951	257.123	340.998	265.272	189.691	237.678	277.785	275.507	241.565	261.092	198.972	268.525
108.167	136.237	99.2173	97.7044	58.4155	160.496	123.859	91.3641	119.348	86.8894	79.8875	96.6916
255.997	229.646	276.464	264.487	262.151	240.405	286.962	218.949	240.138	209.607	298.456	220.371
75.3543	42.3837	52.5023	37.4036	43.0657	64.7562	36.4337	44.2178	42.4187	47.2266	25.6306	67.82
287.591	260.503	295.356	305.007	353.465	205.821	397.295	258.966	305.236	230.268	471.971	377.807
257.659	219.795	241.802	263.187	214.853	298.078	194.173	370.063	223.002	188.647	134.666	151.672
74.0411	59.3976	66.6924	79.5161	72.3075	81.448	75.0579	108.505	73.5128	85.0504	30.2713	77.5426
68.5712	77.2153	64.3466	78.8919	26.7477	29.1346	69.6248	55.5353	63.2212	39.8675	27.3535	53.9561
629.698	483.352	577.949	472.058	665.604	491.197	763.66	668.637	296.23	403.339	127.241	349.579
119.307	147.708	99.173	100.575	113.421	212.291	128.015	127.958	98.5327	81.7714	61.7932	95.7804
160.435	225.696	213.601	180.174	237.258	324.037	323.427	291.686	282.905	219.511	120.8	245.938
65.7156	113.789	83.5245	128.202	15.2033	149.151	94.2996	120.186	53.0684	53.4395	25.7326	54.1547
135.482	139.833	155.08	161.025	157.733	167.278	176.879	206.762	143.721	79.5129	178.84	148.986
342.967	273.395	193.14	235.21	248.876	276.372	263.752	363.388	278.515	228.096	231.736	224.775
87.7945	115.589	107.386	82.2875	36.0389	52.3064	60.3152	77.5193	96.443	79.0477	41.2538	102.793
137.888	109.257	84.9811	64.5196	100.859	138.286	158.515	95.2327	67.7298	67.0475	18.0418	60.6951
22.1747	19.4957	18.5734	18.6558	5.47177	12.9265	11.9981	5.1709	27.3767	17.8043	5.48856	15.4992
237.983	233.773	278.924	247.081	243.323	269.279	324.636	268.927	207.881	163.531	151.634	223.997
25.6215	32.6399	25.4798	37.4873	26.6582	27.714	27.0478	30.3228	30.3142	28.6833	11.4285	31.0013
444.744	251.113	519.878	293.514	279.706	255.408	369.389	356.622	260.271	559.595	219.153	589.227
492.909	464.401	504.849	476.793	432.694	394.127	485.732	441.626	400.775	342.114	449.769	427.047
46.1285	28.188	36.0719	39.6342	34.485	26.6331	51.9152	47.3871	53.0985	40.3778	40.3041	36.6508
38.7733	43.3304	52.4874	29.2626	67.6515	31.6745	63.0432	41.5016	39.7877	80.1696	20.9173	65.7534
232.448	324.23	266.658	186.043	310.254	422.571	330.488	284.949	137.394	115.393	22.6659	110.682
39.2959	88.7342	60.5534	65.4762	51.0664	75.562	71.9499	69.4478	47.4749	55.6936	89.6457	40.4867
59.4381	96.1521	75.1211	72.871	89.7535	78.2596	77.7003	41.2911	49.3981	50.8616	74.0173	67.2687
132.957	125.957	95.5231	158.511	186.337	200.451	211.329	393.199	170.897	160.176	99.4656	160.631
104.117	86.0467	127.874	118.116	70.0676	95.9849	114.111	130.461	98.3268	150.444	47.069	135.136
248.879	271.891	272.488	318.657	174.762	320.437	261.005	247.498	328.529	295.554	229.537	286.418
104.063	99.1999	137.557	79.19	84.5346	81.5041	111.784	102.566	89.1203	54.0308	20.7351	106.693
292.133	299.172	320.402	226.529	169.785	178.884	235.325	230.587	258.763	292.157	336.581	355.438
117.097	118.921	143.966	100.163	52.0643	88.1929	107.986	98.17	119.704	101.339	43.3835	141.247
99.4481	66.3731	107.972	93.7756	71.7535	76.7928	74.171	54.4892	42.6271	50.3284	28.0271	35.2553
94.5481	73.3268	74.0652	48.862	33.2075	51.5877	61.1064	51.1909	88.833	54.7357	2.75125	51.0936
16.4594	15.1668	12.5043	21.7075	20.5186	13.5799	8.24209	-1.07119	18.5211	21.8047	8.1428	18.1638
10.0776	8.31886	15.7278	5.95695	6.25906	12.8962	13.7956	-1.0047	13.3841	27.297	4.28738	9.52673
257.75	314.39	299.246	229.606	273.214	306.984	239.799	366.138	350.658	325.991	155.347	289.916
598.233	264.595	769.043	524.115	525.567	290.569	610.554	492.301	287.922	847.963	416.781	811.791
37.9479	14.8179	49.87	21.4991	26.0354	15.0264	30.2149	24.5448	13.4624	109.957	12.2633	82.4272
71.9751	38.4133	125.821	39.528	182.503	52.8379	157.514	40.4158	21.6929	98.0025	-1.25147	86.9539
93.4714	173.367	267.964	388.883	237.415	281.439	303.794	400.015	486.574	633.605	340.174	647.509
66.9855	101.724	93.9416	64.4442	62.8569	94.1019	89.8577	88.1224	65.4333	63.3358	57.5755	77.9212
123.595	101.746	113.685	92.3345	82.1041	62.6884	114.067	115.433	75.8318	130.764	52.0399	116.626
110.503	98.1559	122.538	58.5618	39.769	88.7833	92.3158	83.9902	94.3413	112.529	35.1781	89.2462
42.1955	28.5058	31.105	49.4325	64.1184	43.3914	15.335	44.2996	59.3015	45.2198	101.389	31.4369
149.447	135.465	105.028	129.939	109.949	117.373	101.17	112.567	121.565	84.7703	115.563	83.3883
33.0184	47.5915	40.0688	19.5889	16.5498	27.9086	50.0249	28.2428	31.2549	31.4511	22.9829	36.3676
125.599	64.1593	119.018	68.2865	79.3841	75.7935	139.405	90.4945	72.4486	97.7306	48.6836	88.9946
336.843	167.798	418.085	333.344	224.354	140.297	298.175	204.647	318.397	275.715	351.565	393.529
467.978	301.277	295.87	286.443	190.878	317.526	299.647	233.486	293.956	191.044	197.227	272.805
226.842	270.288	219.754	271.312	108.19	205.111	176.583	101.344	201.588	86.2752	286.893	187.274
219.08	181.6	215.704	164.283	262.003	174.648	212.071	224.654	189.592	177.799	170.553	170.306
